登录时间,被试编号,性别,惯用手,标识
08-10 13:26,1.0,男,右手,SZ21-01
08-10 13:26,2.0,女,右手,SZ21-02
08-10 13:26,3.0,男,右手,SZ21-03
08-10 13:31,1.0,男,右手,SZ21-01
08-10 13:31,2.0,女,右手,SZ21-02
08-10 13:31,3.0,男,右手,SZ21-03
08-10 13:31,1.0,男,右手,SZ21-01
08-10 13:31,2.0,女,右手,SZ21-02
08-10 13:31,3.0,男,右手,SZ21-03
08-10 13:33,1.0,男,右手,SZ21-01
08-10 13:33,2.0,女,右手,SZ21-02
08-10 13:33,3.0,男,右手,SZ21-03
08-10 13:34,1.0,男,右手,SZ21-01
08-10 13:34,2.0,女,右手,SZ21-02
08-10 13:34,3.0,男,右手,SZ21-03
08-10 13:34,1.0,男,右手,SZ21-01
08-10 13:34,2.0,女,右手,SZ21-02
08-10 13:34,3.0,男,右手,SZ21-03
08-10 13:35,1.0,男,右手,SZ21-01
08-10 13:35,2.0,女,右手,SZ21-02
08-10 13:35,3.0,男,右手,SZ21-03
08-10 13:38,1.0,男,右手,SZ21-01
08-10 13:38,2.0,女,右手,SZ21-02
08-10 13:38,3.0,男,右手,SZ21-03
08-10 13:40,1.0,男,右手,SZ21-01
08-10 13:40,2.0,女,右手,SZ21-02
08-10 13:40,3.0,男,右手,SZ21-03
08-10 13:40,1.0,男,右手,SZ21-01
08-10 13:40,2.0,女,右手,SZ21-02
08-10 13:40,3.0,男,右手,SZ21-03
08-10 13:44,1.0,男,右手,SZ21-01
08-10 13:44,2.0,女,右手,SZ21-02
08-10 13:44,3.0,男,右手,SZ21-03
08-10 13:45,1.0,男,右手,SZ21-01
08-10 13:45,2.0,女,右手,SZ21-02
08-10 13:45,3.0,男,右手,SZ21-03
08-10 13:45,1.0,男,右手,SZ21-01
08-10 13:45,2.0,女,右手,SZ21-02
08-10 13:45,3.0,男,右手,SZ21-03
08-10 13:49,1.0,男,右手,SZ21-01
08-10 13:49,2.0,女,右手,SZ21-02
08-10 13:49,3.0,男,右手,SZ21-03
08-10 13:53,1.0,男,右手,SZ21-01
08-10 13:53,2.0,女,右手,SZ21-02
08-10 13:53,3.0,男,右手,SZ21-03
08-10 13:58,1.0,男,右手,SZ21-01
08-10 13:58,2.0,女,右手,SZ21-02
08-10 13:58,3.0,男,右手,SZ21-03
08-10 13:59,1.0,男,右手,SZ21-01
08-10 13:59,2.0,女,右手,SZ21-02
08-10 13:59,3.0,男,右手,SZ21-03
08-10 14:03,1.0,男,右手,SZ21-01
08-10 14:03,2.0,女,右手,SZ21-02
08-10 14:03,3.0,男,右手,SZ21-03
08-10 14:04,1.0,男,右手,SZ21-01
08-10 14:04,2.0,女,右手,SZ21-02
08-10 14:04,3.0,男,右手,SZ21-03
08-10 14:06,1.0,男,右手,SZ21-01
08-10 14:06,2.0,女,右手,SZ21-02
08-10 14:06,3.0,男,右手,SZ21-03
08-10 14:11,1.0,男,右手,SZ21-01
08-10 14:11,2.0,女,右手,SZ21-02
08-10 14:11,3.0,男,右手,SZ21-03
08-10 14:14,1.0,男,右手,SZ21-01
08-10 14:14,2.0,女,右手,SZ21-02
08-10 14:14,3.0,男,右手,SZ21-03
08-10 14:50,1.0,男,右手,SZ21-01
08-10 14:50,2.0,女,右手,SZ21-02
08-10 14:50,3.0,男,右手,SZ21-03
08-10 14:50,3.0,男,右手,SZ21-03
08-10 14:50,1.0,男,右手,SZ21-01
08-10 14:50,2.0,女,右手,SZ21-02
08-10 14:53,1.0,男,右手,SZ21-01
08-10 14:53,2.0,女,右手,SZ21-02
08-10 14:53,3.0,男,右手,SZ21-03
08-10 14:57,1.0,男,右手,SZ21-01
08-10 14:57,2.0,女,右手,SZ21-02
08-10 14:57,3.0,男,右手,SZ21-03
08-10 14:57,1.0,男,右手,SZ21-01
08-10 14:57,2.0,女,右手,SZ21-02
08-10 14:57,3.0,男,右手,SZ21-03
08-10 14:59,1.0,男,右手,SZ21-01
08-10 14:59,2.0,女,右手,SZ21-02
08-10 14:59,3.0,男,右手,SZ21-03
08-10 15:05,1.0,男,右手,SZ21-01
08-10 15:05,2.0,女,右手,SZ21-02
08-10 15:05,3.0,男,右手,SZ21-03
08-10 15:06,3.0,男,右手,SZ21-03
08-10 15:06,1.0,男,右手,SZ21-01
08-10 15:06,2.0,女,右手,SZ21-02
08-10 15:08,1.0,男,右手,SZ21-01
08-10 15:08,2.0,女,右手,SZ21-02
08-10 15:08,3.0,男,右手,SZ21-03
08-10 15:09,1.0,男,右手,SZ21-01
08-10 15:09,2.0,女,右手,SZ21-02
08-10 15:09,3.0,男,右手,SZ21-03
08-10 15:11,1.0,男,右手,SZ21-01
08-10 15:11,2.0,女,右手,SZ21-02
08-10 15:11,3.0,男,右手,SZ21-03
08-10 15:12,1.0,男,右手,SZ21-01
08-10 15:12,2.0,女,右手,SZ21-02
08-10 15:12,3.0,男,右手,SZ21-03
08-10 15:19,1.0,男,右手,SZ21-01
08-10 15:19,2.0,女,右手,SZ21-02
08-10 15:19,3.0,男,右手,SZ21-03
08-10 15:21,1.0,男,右手,SZ21-01
08-10 15:21,2.0,女,右手,SZ21-02
08-10 15:21,3.0,男,右手,SZ21-03
08-10 15:23,1.0,男,右手,SZ21-01
08-10 15:23,2.0,女,右手,SZ21-02
08-10 15:23,3.0,男,右手,SZ21-03
08-10 15:24,1.0,男,右手,SZ21-01
08-10 15:24,2.0,女,右手,SZ21-02
08-10 15:24,3.0,男,右手,SZ21-03
08-10 15:24,1.0,男,右手,SZ21-01
08-10 15:24,2.0,女,右手,SZ21-02
08-10 15:24,3.0,男,右手,SZ21-03
08-10 15:25,1.0,男,右手,SZ21-01
08-10 15:25,2.0,女,右手,SZ21-02
08-10 15:25,3.0,男,右手,SZ21-03
08-10 15:25,1.0,男,右手,SZ21-01
08-10 15:25,2.0,女,右手,SZ21-02
08-10 15:25,3.0,男,右手,SZ21-03
08-10 15:26,1.0,男,右手,SZ21-01
08-10 15:26,2.0,女,右手,SZ21-02
08-10 15:26,3.0,男,右手,SZ21-03
08-10 15:30,1.0,男,右手,SZ21-01
08-10 15:30,2.0,女,右手,SZ21-02
08-10 15:30,3.0,男,右手,SZ21-03
08-10 15:31,1.0,男,右手,SZ21-01
08-10 15:31,2.0,女,右手,SZ21-02
08-10 15:31,3.0,男,右手,SZ21-03
08-10 15:31,1.0,男,右手,SZ21-01
08-10 15:31,2.0,女,右手,SZ21-02
08-10 15:31,3.0,男,右手,SZ21-03
08-10 15:31,1.0,男,右手,SZ21-01
08-10 15:31,2.0,女,右手,SZ21-02
08-10 15:31,3.0,男,右手,SZ21-03
08-10 15:31,1.0,男,右手,SZ21-01
08-10 15:31,2.0,女,右手,SZ21-02
08-10 15:31,3.0,男,右手,SZ21-03
08-10 15:33,1.0,男,右手,SZ21-01
08-10 15:33,2.0,女,右手,SZ21-02
08-10 15:33,3.0,男,右手,SZ21-03
08-10 15:33,2.0,女,右手,SZ21-02
08-10 15:33,1.0,男,右手,SZ21-01
08-10 15:33,3.0,男,右手,SZ21-03
08-10 15:35,1.0,男,右手,SZ21-01
08-10 15:35,2.0,女,右手,SZ21-02
08-10 15:35,3.0,男,右手,SZ21-03
08-10 15:35,2.0,女,右手,SZ21-02
08-10 15:35,1.0,男,右手,SZ21-01
08-10 15:35,3.0,男,右手,SZ21-03
08-10 15:38,1.0,男,右手,SZ21-01
08-10 15:38,2.0,女,右手,SZ21-02
08-10 15:38,3.0,男,右手,SZ21-03
08-10 15:40,1.0,男,右手,SZ21-01
08-10 15:40,2.0,女,右手,SZ21-02
08-10 15:40,3.0,男,右手,SZ21-03
08-10 19:50,1.0,男,右手,SZ21-01
08-10 19:50,2.0,女,右手,SZ21-02
08-10 19:50,3.0,男,右手,SZ21-03
08-10 19:50,1.0,男,右手,SZ21-01
08-10 19:50,2.0,女,右手,SZ21-02
08-10 19:50,3.0,男,右手,SZ21-03
08-10 19:51,1.0,男,右手,SZ21-01
08-10 19:51,2.0,女,右手,SZ21-02
08-10 19:51,3.0,男,右手,SZ21-03
08-10 20:13,1.0,男,右手,SZ21-01
08-10 20:13,2.0,女,右手,SZ21-02
08-10 20:13,3.0,男,右手,SZ21-03
08-10 20:23,1.0,男,右手,SZ21-01
08-10 20:23,2.0,女,右手,SZ21-02
08-10 20:23,3.0,男,右手,SZ21-03
08-10 20:33,1.0,男,右手,SZ21-01
08-10 20:33,2.0,女,右手,SZ21-02
08-10 20:33,3.0,男,右手,SZ21-03
08-10 20:52,1.0,男,右手,SZ21-01
08-10 20:52,2.0,女,右手,SZ21-02
08-10 20:52,3.0,男,右手,SZ21-03
08-10 20:55,2.0,女,右手,SZ21-02
08-10 20:55,1.0,男,右手,SZ21-01
08-10 20:55,3.0,男,右手,SZ21-03
08-10 20:56,1.0,男,右手,SZ21-01
08-10 20:56,2.0,女,右手,SZ21-02
08-10 20:56,3.0,男,右手,SZ21-03
08-10 21:03,1.0,男,右手,SZ21-01
08-10 21:03,2.0,女,右手,SZ21-02
08-10 21:03,3.0,男,右手,SZ21-03
08-10 21:06,1.0,男,右手,SZ21-01
08-10 21:06,2.0,女,右手,SZ21-02
08-10 21:06,3.0,男,右手,SZ21-03
08-10 21:21,1.0,男,右手,SZ21-01
08-10 21:21,2.0,女,右手,SZ21-02
08-10 21:21,3.0,男,右手,SZ21-03
08-10 21:22,1.0,男,右手,SZ21-01
08-10 21:22,2.0,女,右手,SZ21-02
08-10 21:22,3.0,男,右手,SZ21-03
08-10 21:39,1.0,男,右手,SZ21-01
08-10 21:39,2.0,女,右手,SZ21-02
08-10 21:39,3.0,男,右手,SZ21-03
08-10 21:42,1.0,男,右手,SZ21-01
08-10 21:42,2.0,女,右手,SZ21-02
08-10 21:42,3.0,男,右手,SZ21-03
08-10 21:45,1.0,男,右手,SZ21-01
08-10 21:45,2.0,女,右手,SZ21-02
08-10 21:45,3.0,男,右手,SZ21-03
08-10 21:46,1.0,男,右手,SZ21-01
08-10 21:46,2.0,女,右手,SZ21-02
08-10 21:46,3.0,男,右手,SZ21-03
08-10 21:51,1.0,男,右手,SZ21-01
08-10 21:51,2.0,女,右手,SZ21-02
08-10 21:51,3.0,男,右手,SZ21-03
08-10 21:56,1.0,男,右手,SZ21-01
08-10 21:56,2.0,女,右手,SZ21-02
08-10 21:56,3.0,男,右手,SZ21-03
08-10 21:59,1.0,男,右手,SZ21-01
08-10 21:59,2.0,女,右手,SZ21-02
08-10 21:59,3.0,男,右手,SZ21-03
08-10 21:59,1.0,男,右手,SZ21-01
08-10 21:59,2.0,女,右手,SZ21-02
08-10 21:59,3.0,男,右手,SZ21-03
08-10 22:00,1.0,男,右手,SZ21-01
08-10 22:00,2.0,女,右手,SZ21-02
08-10 22:00,3.0,男,右手,SZ21-03
08-10 22:02,1.0,男,右手,SZ21-01
08-10 22:02,2.0,女,右手,SZ21-02
08-10 22:02,3.0,男,右手,SZ21-03
08-10 22:06,1.0,男,右手,SZ21-01
08-10 22:06,2.0,女,右手,SZ21-02
08-10 22:06,3.0,男,右手,SZ21-03
08-10 22:08,1.0,男,右手,SZ21-01
08-10 22:08,2.0,女,右手,SZ21-02
08-10 22:08,3.0,男,右手,SZ21-03
08-10 22:10,1.0,男,右手,SZ21-01
08-10 22:10,2.0,女,右手,SZ21-02
08-10 22:10,3.0,男,右手,SZ21-03
08-11 08:09,1.0,男,右手,SZ21-01
08-11 08:09,2.0,女,右手,SZ21-02
08-11 08:09,3.0,男,右手,SZ21-03
08-11 08:14,1.0,男,右手,SZ21-01
08-11 08:14,2.0,女,右手,SZ21-02
08-11 08:14,3.0,男,右手,SZ21-03
08-11 08:14,1.0,男,右手,SZ21-01
08-11 08:14,2.0,女,右手,SZ21-02
08-11 08:14,3.0,男,右手,SZ21-03
08-11 08:14,2.0,女,右手,SZ21-02
08-11 08:14,1.0,男,右手,SZ21-01
08-11 08:14,3.0,男,右手,SZ21-03
08-11 08:15,1.0,男,右手,SZ21-01
08-11 08:15,2.0,女,右手,SZ21-02
08-11 08:15,3.0,男,右手,SZ21-03
08-11 08:15,1.0,男,右手,SZ21-01
08-11 08:15,2.0,女,右手,SZ21-02
08-11 08:15,3.0,男,右手,SZ21-03
08-11 08:15,1.0,男,右手,SZ21-01
08-11 08:15,2.0,女,右手,SZ21-02
08-11 08:15,3.0,男,右手,SZ21-03
08-11 08:15,1.0,男,右手,SZ21-01
08-11 08:15,2.0,女,右手,SZ21-02
08-11 08:15,3.0,男,右手,SZ21-03
08-11 08:16,1.0,男,右手,SZ21-01
08-11 08:16,2.0,女,右手,SZ21-02
08-11 08:16,3.0,男,右手,SZ21-03
08-11 08:16,1.0,男,右手,SZ21-01
08-11 08:16,2.0,女,右手,SZ21-02
08-11 08:16,3.0,男,右手,SZ21-03
08-11 08:19,1.0,男,右手,SZ21-01
08-11 08:19,2.0,女,右手,SZ21-02
08-11 08:19,3.0,男,右手,SZ21-03
08-11 08:20,1.0,男,右手,SZ21-01
08-11 08:20,2.0,女,右手,SZ21-02
08-11 08:20,3.0,男,右手,SZ21-03
08-11 08:20,1.0,男,右手,SZ21-01
08-11 08:20,2.0,女,右手,SZ21-02
08-11 08:20,3.0,男,右手,SZ21-03
08-11 08:21,1.0,男,右手,SZ21-01
08-11 08:21,2.0,女,右手,SZ21-02
08-11 08:21,3.0,男,右手,SZ21-03
08-11 08:28,1.0,男,右手,SZ21-01
08-11 08:28,2.0,女,右手,SZ21-02
08-11 08:28,3.0,男,右手,SZ21-03
08-11 08:29,1.0,男,右手,SZ21-01
08-11 08:29,2.0,女,右手,SZ21-02
08-11 08:29,3.0,男,右手,SZ21-03
08-11 08:30,1.0,男,右手,SZ21-01
08-11 08:30,2.0,女,右手,SZ21-02
08-11 08:30,3.0,男,右手,SZ21-03
08-11 08:32,1.0,男,右手,SZ21-01
08-11 08:32,2.0,女,右手,SZ21-02
08-11 08:32,3.0,男,右手,SZ21-03
08-11 08:34,1.0,男,右手,SZ21-01
08-11 08:34,2.0,女,右手,SZ21-02
08-11 08:34,3.0,男,右手,SZ21-03
08-11 08:36,1.0,男,右手,SZ21-01
08-11 08:36,2.0,女,右手,SZ21-02
08-11 08:36,3.0,男,右手,SZ21-03
08-11 08:40,1.0,男,右手,SZ21-01
08-11 08:40,2.0,女,右手,SZ21-02
08-11 08:40,3.0,男,右手,SZ21-03
08-11 08:42,1.0,男,右手,SZ21-01
08-11 08:42,2.0,女,右手,SZ21-02
08-11 08:42,3.0,男,右手,SZ21-03
08-11 08:44,1.0,男,右手,SZ21-01
08-11 08:44,2.0,女,右手,SZ21-02
08-11 08:44,3.0,男,右手,SZ21-03
08-11 08:46,1.0,男,右手,SZ21-01
08-11 08:46,2.0,女,右手,SZ21-02
08-11 08:46,3.0,男,右手,SZ21-03
08-11 08:50,1.0,男,右手,SZ21-01
08-11 08:50,2.0,女,右手,SZ21-02
08-11 08:50,3.0,男,右手,SZ21-03
08-11 08:55,1.0,男,右手,SZ21-01
08-11 08:55,2.0,女,右手,SZ21-02
08-11 08:55,3.0,男,右手,SZ21-03
08-11 08:59,1.0,男,右手,SZ21-01
08-11 08:59,2.0,女,右手,SZ21-02
08-11 08:59,3.0,男,右手,SZ21-03
08-11 09:00,1.0,男,右手,SZ21-01
08-11 09:00,2.0,女,右手,SZ21-02
08-11 09:00,3.0,男,右手,SZ21-03
08-11 09:03,1.0,男,右手,SZ21-01
08-11 09:03,2.0,女,右手,SZ21-02
08-11 09:03,3.0,男,右手,SZ21-03
08-11 09:11,1.0,男,右手,SZ21-01
08-11 09:11,2.0,女,右手,SZ21-02
08-11 09:11,3.0,男,右手,SZ21-03
08-11 09:12,1.0,男,右手,SZ21-01
08-11 09:12,2.0,女,右手,SZ21-02
08-11 09:12,3.0,男,右手,SZ21-03
08-11 09:15,1.0,男,右手,SZ21-01
08-11 09:15,2.0,女,右手,SZ21-02
08-11 09:15,3.0,男,右手,SZ21-03
08-11 09:17,1.0,男,右手,SZ21-01
08-11 09:17,2.0,女,右手,SZ21-02
08-11 09:17,3.0,男,右手,SZ21-03
08-11 09:21,1.0,男,右手,SZ21-01
08-11 09:21,2.0,女,右手,SZ21-02
08-11 09:21,3.0,男,右手,SZ21-03
08-11 09:27,1.0,男,右手,SZ21-01
08-11 09:27,2.0,女,右手,SZ21-02
08-11 09:27,3.0,男,右手,SZ21-03
08-11 09:28,1.0,男,右手,SZ21-01
08-11 09:28,2.0,女,右手,SZ21-02
08-11 09:28,3.0,男,右手,SZ21-03
08-11 09:39,1.0,男,右手,SZ21-01
08-11 09:39,2.0,女,右手,SZ21-02
08-11 09:39,3.0,男,右手,SZ21-03
08-11 09:41,1.0,男,右手,SZ21-01
08-11 09:41,2.0,女,右手,SZ21-02
08-11 09:41,3.0,男,右手,SZ21-03
08-11 10:17,1.0,男,右手,SZ21-01
08-11 10:17,2.0,女,右手,SZ21-02
08-11 10:17,3.0,男,右手,SZ21-03
08-11 10:19,1.0,男,右手,SZ21-01
08-11 10:19,2.0,女,右手,SZ21-02
08-11 10:19,3.0,男,右手,SZ21-03
08-11 10:21,1.0,男,右手,SZ21-01
08-11 10:21,2.0,女,右手,SZ21-02
08-11 10:21,3.0,男,右手,SZ21-03
08-11 10:22,1.0,男,右手,SZ21-01
08-11 10:22,2.0,女,右手,SZ21-02
08-11 10:22,3.0,男,右手,SZ21-03
08-11 10:24,1.0,男,右手,SZ21-01
08-11 10:24,2.0,女,右手,SZ21-02
08-11 10:24,3.0,男,右手,SZ21-03
08-11 10:25,1.0,男,右手,SZ21-01
08-11 10:25,2.0,女,右手,SZ21-02
08-11 10:25,3.0,男,右手,SZ21-03
08-11 10:27,1.0,男,右手,SZ21-01
08-11 10:27,2.0,女,右手,SZ21-02
08-11 10:27,3.0,男,右手,SZ21-03
08-11 10:29,1.0,男,右手,SZ21-01
08-11 10:29,2.0,女,右手,SZ21-02
08-11 10:29,3.0,男,右手,SZ21-03
08-12 00:55,1.0,男,右手,SZ21-01
08-12 00:55,2.0,女,右手,SZ21-02
08-12 00:55,3.0,男,右手,SZ21-03
08-12 01:35,1.0,男,右手,SZ21-01
08-12 01:35,2.0,女,右手,SZ21-02
08-12 01:35,3.0,男,右手,SZ21-03
08-12 01:41,1.0,男,右手,SZ21-01
08-12 01:41,2.0,女,右手,SZ21-02
08-12 01:41,3.0,男,右手,SZ21-03
08-12 01:42,1.0,男,右手,SZ21-01
08-12 01:42,2.0,女,右手,SZ21-02
08-12 01:42,3.0,男,右手,SZ21-03
08-12 01:46,1.0,男,右手,SZ21-01
08-12 01:46,2.0,女,右手,SZ21-02
08-12 01:46,3.0,男,右手,SZ21-03
08-12 01:50,1.0,男,右手,SZ21-01
08-12 01:50,2.0,女,右手,SZ21-02
08-12 01:50,3.0,男,右手,SZ21-03
08-12 01:53,1.0,男,右手,SZ21-01
08-12 01:53,2.0,女,右手,SZ21-02
08-12 01:53,3.0,男,右手,SZ21-03
08-12 01:58,1.0,男,右手,SZ21-01
08-12 01:58,2.0,女,右手,SZ21-02
08-12 01:58,3.0,男,右手,SZ21-03
08-12 02:02,1.0,男,右手,SZ21-01
08-12 02:02,2.0,女,右手,SZ21-02
08-12 02:02,3.0,男,右手,SZ21-03
08-12 20:01,1.0,男,右手,SZ21-01
08-12 20:01,2.0,女,右手,SZ21-02
08-12 20:01,3.0,男,右手,SZ21-03
08-12 20:02,1.0,男,右手,SZ21-01
08-12 20:02,2.0,女,右手,SZ21-02
08-12 20:02,3.0,男,右手,SZ21-03
08-12 20:02,1.0,男,右手,SZ21-01
08-12 20:02,2.0,女,右手,SZ21-02
08-12 20:02,3.0,男,右手,SZ21-03
08-12 20:03,1.0,男,右手,SZ21-01
08-12 20:03,2.0,女,右手,SZ21-02
08-12 20:03,3.0,男,右手,SZ21-03
08-12 20:03,1.0,男,右手,SZ21-01
08-12 20:03,2.0,女,右手,SZ21-02
08-12 20:03,3.0,男,右手,SZ21-03
08-12 20:04,1.0,男,右手,SZ21-01
08-12 20:04,2.0,女,右手,SZ21-02
08-12 20:04,3.0,男,右手,SZ21-03
08-12 20:06,1.0,男,右手,SZ21-01
08-12 20:06,2.0,女,右手,SZ21-02
08-12 20:06,3.0,男,右手,SZ21-03
08-12 20:07,1.0,男,右手,SZ21-01
08-12 20:07,2.0,女,右手,SZ21-02
08-12 20:07,3.0,男,右手,SZ21-03
08-12 20:07,1.0,男,右手,SZ21-01
08-12 20:07,2.0,女,右手,SZ21-02
08-12 20:07,3.0,男,右手,SZ21-03
08-12 20:26,1.0,男,右手,SZ21-01
08-12 20:26,2.0,女,右手,SZ21-02
08-12 20:26,3.0,男,右手,SZ21-03
08-12 20:26,1.0,男,右手,SZ21-01
08-12 20:26,2.0,女,右手,SZ21-02
08-12 20:26,3.0,男,右手,SZ21-03
08-12 20:42,1.0,男,右手,SZ21-01
08-12 20:42,2.0,女,右手,SZ21-02
08-12 20:42,3.0,男,右手,SZ21-03
08-12 20:47,1.0,男,右手,SZ21-01
08-12 20:47,2.0,女,右手,SZ21-02
08-12 20:47,3.0,男,右手,SZ21-03
08-12 20:48,1.0,男,右手,SZ21-01
08-12 20:48,2.0,女,右手,SZ21-02
08-12 20:48,3.0,男,右手,SZ21-03
08-12 20:48,1.0,男,右手,SZ21-01
08-12 20:48,2.0,女,右手,SZ21-02
08-12 20:48,3.0,男,右手,SZ21-03
08-12 20:48,1.0,男,右手,SZ21-01
08-12 20:48,2.0,女,右手,SZ21-02
08-12 20:48,3.0,男,右手,SZ21-03
08-12 21:12,1.0,男,右手,SZ21-01
08-12 21:12,2.0,女,右手,SZ21-02
08-12 21:12,3.0,男,右手,SZ21-03
08-13 11:11,1.0,男,右手,SZ21-01
08-13 11:11,2.0,女,右手,SZ21-02
08-13 11:11,3.0,男,右手,SZ21-03
08-13 11:11,1.0,男,右手,SZ21-01
08-13 11:11,2.0,女,右手,SZ21-02
08-13 11:11,3.0,男,右手,SZ21-03
08-13 11:56,1.0,男,右手,SZ21-01
08-13 11:56,2.0,女,右手,SZ21-02
08-13 11:56,3.0,男,右手,SZ21-03
08-13 11:56,1.0,男,右手,SZ21-01
08-13 11:56,2.0,女,右手,SZ21-02
08-13 11:56,3.0,男,右手,SZ21-03
08-13 11:56,1.0,男,右手,SZ21-01
08-13 11:56,2.0,女,右手,SZ21-02
08-13 11:56,3.0,男,右手,SZ21-03
08-13 12:01,1.0,男,右手,SZ21-01
08-13 12:01,2.0,女,右手,SZ21-02
08-13 12:01,3.0,男,右手,SZ21-03
08-13 12:07,1.0,男,右手,SZ21-01
08-13 12:07,2.0,女,右手,SZ21-02
08-13 12:07,3.0,男,右手,SZ21-03
08-13 12:30,1.0,男,右手,SZ21-01
08-13 12:30,2.0,女,右手,SZ21-02
08-13 12:30,3.0,男,右手,SZ21-03
08-13 12:33,1.0,男,右手,SZ21-01
08-13 12:33,2.0,女,右手,SZ21-02
08-13 12:33,3.0,男,右手,SZ21-03
08-13 12:33,1.0,男,右手,SZ21-01
08-13 12:33,2.0,女,右手,SZ21-02
08-13 12:33,3.0,男,右手,SZ21-03
08-13 12:34,1.0,男,右手,SZ21-01
08-13 12:34,2.0,女,右手,SZ21-02
08-13 12:34,3.0,男,右手,SZ21-03
08-13 12:39,1.0,男,右手,SZ21-01
08-13 12:39,2.0,女,右手,SZ21-02
08-13 12:39,3.0,男,右手,SZ21-03
08-13 12:40,1.0,男,右手,SZ21-01
08-13 12:40,2.0,女,右手,SZ21-02
08-13 12:40,3.0,男,右手,SZ21-03
08-13 12:41,1.0,男,右手,SZ21-01
08-13 12:41,2.0,女,右手,SZ21-02
08-13 12:41,3.0,男,右手,SZ21-03
08-13 12:43,1.0,男,右手,SZ21-01
08-13 12:43,2.0,女,右手,SZ21-02
08-13 12:43,3.0,男,右手,SZ21-03
08-13 12:45,1.0,男,右手,SZ21-01
08-13 12:45,2.0,女,右手,SZ21-02
08-13 12:45,3.0,男,右手,SZ21-03
08-13 12:49,1.0,男,右手,SZ21-01
08-13 12:49,2.0,女,右手,SZ21-02
08-13 12:49,3.0,男,右手,SZ21-03
08-13 12:50,1.0,男,右手,SZ21-01
08-13 12:50,2.0,女,右手,SZ21-02
08-13 12:50,3.0,男,右手,SZ21-03
08-13 13:12,1.0,男,右手,SZ21-01
08-13 13:12,2.0,女,右手,SZ21-02
08-13 13:12,3.0,男,右手,SZ21-03
08-13 13:13,1.0,男,右手,SZ21-01
08-13 13:13,2.0,女,右手,SZ21-02
08-13 13:13,3.0,男,右手,SZ21-03
08-13 13:15,1.0,男,右手,SZ21-01
08-13 13:15,2.0,女,右手,SZ21-02
08-13 13:15,3.0,男,右手,SZ21-03
08-13 13:20,1.0,男,右手,SZ21-01
08-13 13:20,2.0,女,右手,SZ21-02
08-13 13:20,3.0,男,右手,SZ21-03
08-13 13:22,1.0,男,右手,SZ21-01
08-13 13:22,2.0,女,右手,SZ21-02
08-13 13:22,3.0,男,右手,SZ21-03
08-13 13:26,1.0,男,右手,SZ21-01
08-13 13:26,2.0,女,右手,SZ21-02
08-13 13:26,3.0,男,右手,SZ21-03
08-13 13:34,1.0,男,右手,SZ21-01
08-13 13:34,2.0,女,右手,SZ21-02
08-13 13:34,3.0,男,右手,SZ21-03
08-13 13:37,1.0,男,右手,SZ21-01
08-13 13:37,2.0,女,右手,SZ21-02
08-13 13:37,3.0,男,右手,SZ21-03
08-13 14:18,1.0,男,右手,SZ21-01
08-13 14:18,2.0,女,右手,SZ21-02
08-13 14:18,3.0,男,右手,SZ21-03
08-13 14:22,1.0,男,右手,SZ21-01
08-13 14:22,2.0,女,右手,SZ21-02
08-13 14:22,3.0,男,右手,SZ21-03
08-13 14:24,1.0,男,右手,SZ21-01
08-13 14:24,2.0,女,右手,SZ21-02
08-13 14:24,3.0,男,右手,SZ21-03
08-13 14:29,1.0,男,右手,SZ21-01
08-13 14:29,2.0,女,右手,SZ21-02
08-13 14:29,3.0,男,右手,SZ21-03
08-13 14:32,1.0,男,右手,SZ21-01
08-13 14:32,2.0,女,右手,SZ21-02
08-13 14:32,3.0,男,右手,SZ21-03
08-13 15:15,1.0,男,右手,SZ21-01
08-13 15:15,2.0,女,右手,SZ21-02
08-13 15:15,3.0,男,右手,SZ21-03
08-13 15:16,1.0,男,右手,SZ21-01
08-13 15:16,2.0,女,右手,SZ21-02
08-13 15:16,3.0,男,右手,SZ21-03
08-13 15:16,2.0,女,右手,SZ21-02
08-13 15:16,1.0,男,右手,SZ21-01
08-13 15:16,3.0,男,右手,SZ21-03
08-13 15:38,1.0,男,右手,SZ21-01
08-13 15:38,2.0,女,右手,SZ21-02
08-13 15:38,3.0,男,右手,SZ21-03
08-13 15:43,1.0,男,右手,SZ21-01
08-13 15:43,2.0,女,右手,SZ21-02
08-13 15:43,3.0,男,右手,SZ21-03
08-13 15:49,1.0,男,右手,SZ21-01
08-13 15:49,2.0,女,右手,SZ21-02
08-13 15:49,3.0,男,右手,SZ21-03
08-13 15:54,1.0,男,右手,SZ21-01
08-13 15:54,2.0,女,右手,SZ21-02
08-13 15:54,3.0,男,右手,SZ21-03
08-13 15:59,1.0,男,右手,SZ21-01
08-13 15:59,2.0,女,右手,SZ21-02
08-13 15:59,3.0,男,右手,SZ21-03
08-13 16:01,1.0,男,右手,SZ21-01
08-13 16:01,2.0,女,右手,SZ21-02
08-13 16:01,3.0,男,右手,SZ21-03
08-13 16:12,1.0,男,右手,SZ21-01
08-13 16:12,2.0,女,右手,SZ21-02
08-13 16:12,3.0,男,右手,SZ21-03
08-13 16:17,1.0,男,右手,SZ21-01
08-13 16:17,2.0,女,右手,SZ21-02
08-13 16:17,3.0,男,右手,SZ21-03
08-13 16:19,1.0,男,右手,SZ21-01
08-13 16:19,2.0,女,右手,SZ21-02
08-13 16:19,3.0,男,右手,SZ21-03
